
=======================================
          Commercial License
         Artelys Knitro 12.2.0
=======================================

Knitro presolve eliminated 0 variables and 0 constraints.

bar_feasible:            3
bar_penaltyrule:         1
cg_maxit:               50
derivcheck_tol:          0.0001
feastol:                 0.0001
feastol_abs:             0.0001
initpenalty              1
maxit:                   2000
opttol:                  0.0001
outlev:                  3
outmode:                 2
par_concurrent_evals:    0
Knitro changing algorithm from AUTO to 1.
Knitro changing bar_initpt from AUTO to 3.
Knitro changing bar_murule from AUTO to 4.
Knitro changing bar_penaltycons from AUTO to 2.
Knitro changing bar_switchrule from AUTO to 0.
Knitro changing linesearch from AUTO to 1.
Knitro changing linsolver from AUTO to 5.

Problem Characteristics                                 (   Presolved)
-----------------------
Objective goal:  Minimize
Objective type:  general
Number of variables:                               7602 (        7602)
    bounded below only:                               0 (           0)
    bounded above only:                               0 (           0)
    bounded below and above:                       7602 (        7602)
    fixed:                                            0 (           0)
    free:                                             0 (           0)
Number of constraints:                             6848 (       13696)
    linear equalities:                                0 (           0)
    quadratic equalities:                             0 (           0)
    gen. nonlinear equalities:                        0 (           0)
    linear one-sided inequalities:                    0 (           0)
    quadratic one-sided inequalities:                 0 (           0)
    gen. nonlinear one-sided inequalities:            0 (       13696)
    linear two-sided inequalities:                    0 (           0)
    quadratic two-sided inequalities:                 0 (           0)
    gen. nonlinear two-sided inequalities:         6848 (           0)
Number of nonzeros in Jacobian:                  239440 (      478880)
Number of nonzeros in Hessian:                        0 (           0)

  Iter      Objective      FeasError   OptError    ||Step||    CGits 
     366    1.004954e+02   1.944e-02   4.255e+02   1.377e-02        6
     367    1.003877e+02   1.937e-02   4.249e+02   6.972e-02        0
     368    1.003497e+02   1.875e-02   4.247e+02   2.063e-02        1
     369    1.003101e+02   1.873e-02   4.244e+02   4.190e-02        1
     370    1.001537e+02   1.844e-02   4.237e+02   8.796e-02        1
     371    1.001635e+02   1.874e-02   4.237e+02   8.187e-03        6
     372    1.001372e+02   1.873e-02   4.235e+02   1.726e-02        0
     373    1.001387e+02   1.826e-02   4.235e+02   6.282e-03        1
     374    1.001336e+02   1.843e-02   4.235e+02   1.166e-02        1
     375    1.001086e+02   1.782e-02   4.233e+02   2.270e-02        1
     376    1.000444e+02   1.770e-02   4.230e+02   4.633e-02        1
     377    9.997035e+01   1.732e-02   4.224e+02   9.812e-02        1
     378    9.991903e+01   1.777e-02   4.222e+02   1.744e-02        5
     379    9.986713e+01   1.774e-02   4.220e+02   3.690e-02        0
     380    9.984801e+01   1.723e-02   4.219e+02   1.122e-02        1
     381    9.981826e+01   1.726e-02   4.217e+02   2.268e-02        1
     382    9.976696e+01   1.656e-02   4.214e+02   4.640e-02        1
     383    9.962828e+01   1.633e-02   4.207e+02   9.665e-02        1
     384    9.963502e+01   1.606e-02   4.207e+02   1.459e-02        5
     385    9.960367e+01   1.608e-02   4.205e+02   2.563e-02        1
     386    9.955459e+01   1.547e-02   4.202e+02   5.246e-02        1
     387    9.946348e+01   1.571e-02   4.197e+02   5.493e-02        2
     388    9.947508e+01   1.561e-02   4.197e+02   1.674e-02        4
     389    9.946516e+01   1.315e-02   4.196e+02   1.253e-02        1
     390    9.934252e+01   1.310e-02   4.190e+02   1.002e-01        0
     391    9.930436e+01   1.315e-02   4.187e+02   3.155e-02        1
     392    9.894874e+01   1.243e-02   4.169e+02   2.398e-01        1
     393    9.897660e+01   1.311e-02   4.169e+02   1.488e-02       10
     394    9.897665e+01   1.295e-02   4.169e+02   8.606e-03        1
     395    9.895763e+01   1.270e-02   4.167e+02   6.002e-02        1
     396    9.888975e+01   1.292e-02   4.164e+02   3.390e-02        3
     397    9.890443e+01   1.311e-02   4.164e+02   1.838e-02        2
     398    9.888138e+01   1.282e-02   4.163e+02   1.570e-02        1
     399    9.885699e+01   1.280e-02   4.161e+02   3.145e-02        1
     400    9.879158e+01   1.231e-02   4.158e+02   6.409e-02        1
     401    9.878805e+01   1.231e-02   4.157e+02   4.518e-03        0
     402    9.878757e+01   1.242e-02   4.157e+02   9.911e-04        1
     403    9.878440e+01   1.215e-02   4.157e+02   6.934e-03        1
     404    9.877450e+01   1.221e-02   4.156e+02   1.382e-02        1
     405    9.874977e+01   1.186e-02   4.155e+02   2.785e-02        1
     406    9.869659e+01   1.176e-02   4.152e+02   5.678e-02        1
     407    9.860757e+01   1.122e-02   4.146e+02   1.176e-01        1
     408    9.857394e+01   1.141e-02   4.144e+02   1.679e-02        5
     409    9.855392e+01   1.111e-02   4.143e+02   3.141e-02        1
     410    9.847233e+01   1.121e-02   4.139e+02   6.421e-02        1
     411    9.847778e+01   1.105e-02   4.139e+02   9.327e-03        5
     412    9.847634e+01   1.105e-02   4.138e+02   1.639e-03        0
     413    9.847610e+01   1.114e-02   4.138e+02   4.852e-04        1
     414    9.847444e+01   1.092e-02   4.138e+02   3.405e-03        1
     415    9.847022e+01   1.100e-02   4.138e+02   6.806e-03        1
     416    9.846000e+01   1.075e-02   4.137e+02   1.364e-02        1
     417    9.843342e+01   1.076e-02   4.136e+02   2.761e-02        1
     418    9.838693e+01   1.039e-02   4.133e+02   5.636e-02        1
     419    9.824580e+01   1.059e-02   4.125e+02   1.172e-01        1
     420    9.825798e+01   1.054e-02   4.125e+02   1.012e-02        7
     421    9.825699e+01   1.041e-02   4.125e+02   7.371e-03        1
     422    9.822997e+01   1.017e-02   4.123e+02   4.831e-02        1
     423    9.822757e+01   1.017e-02   4.122e+02   2.842e-03        0
     424    9.822601e+01   1.014e-02   4.122e+02   7.801e-04        1
     425    9.821511e+01   9.868e-03   4.122e+02   5.585e-03        1
     426    9.819832e+01   9.917e-03   4.121e+02   1.073e-02        1
     427    9.817657e+01   9.649e-03   4.120e+02   2.119e-02        1
     428    9.813910e+01   9.601e-03   4.118e+02   4.361e-02        1
     429    9.804585e+01   9.224e-03   4.112e+02   9.088e-02        1
     430    9.804156e+01   9.356e-03   4.112e+02   2.428e-02        4
     431    9.796919e+01   9.441e-03   4.108e+02   4.895e-02        1
     432    9.797498e+01   9.563e-03   4.108e+02   7.298e-03        4
     433    9.797437e+01   9.405e-03   4.108e+02   1.279e-02        1
     434    9.797247e+01   9.404e-03   4.107e+02   2.345e-03        0
     435    9.797178e+01   9.472e-03   4.107e+02   7.120e-04        1
     436    9.796710e+01   9.275e-03   4.107e+02   4.980e-03        1
     437    9.795773e+01   9.326e-03   4.107e+02   1.002e-02        1
     438    9.793988e+01   9.099e-03   4.106e+02   2.025e-02        1
     439    9.790124e+01   9.074e-03   4.103e+02   4.130e-02        1
     440    9.783138e+01   8.714e-03   4.099e+02   8.499e-02        1
     441    9.772561e+01   8.944e-03   4.093e+02   8.809e-02        2
     442    9.773311e+01   8.842e-03   4.093e+02   7.112e-03        5
     443    9.773508e+01   8.957e-03   4.093e+02   1.197e-02        1
     444    9.771624e+01   8.735e-03   4.092e+02   2.248e-02        1
     445    9.771580e+01   8.735e-03   4.092e+02   6.816e-04        0
     446    9.771566e+01   8.807e-03   4.092e+02   1.484e-04        1
     447    9.771470e+01   8.635e-03   4.092e+02   1.037e-03        1
     448    9.770795e+01   8.693e-03   4.091e+02   7.270e-03        1
     449    9.769504e+01   8.492e-03   4.091e+02   1.464e-02        1
     450    9.766812e+01   8.495e-03   4.089e+02   2.980e-02        1
     451    9.761932e+01   8.194e-03   4.086e+02   6.101e-02        1
     452    9.748726e+01   8.220e-03   4.079e+02   1.277e-01        1
     453    9.749579e+01   8.160e-03   4.078e+02   9.986e-03        7
     454    9.749222e+01   8.222e-03   4.078e+02   8.368e-03        1
     455    9.748047e+01   8.031e-03   4.077e+02   1.665e-02        1
     456    9.748014e+01   8.031e-03   4.077e+02   5.067e-04        0
     457    9.748003e+01   8.101e-03   4.077e+02   1.200e-04        1
     458    9.747926e+01   7.941e-03   4.077e+02   8.437e-04        1
     459    9.747380e+01   8.003e-03   4.077e+02   5.911e-03        1
     460    9.746349e+01   7.823e-03   4.076e+02   1.188e-02        1
     461    9.744251e+01   7.845e-03   4.075e+02   2.415e-02        1
     462    9.740022e+01   7.590e-03   4.072e+02   4.949e-02        1
     463    9.732110e+01   7.464e-03   4.067e+02   1.024e-01        1
     464    9.725729e+01   7.403e-03   4.064e+02   5.292e-02        3
     465    9.726468e+01   7.606e-03   4.064e+02   1.487e-02        3
     466    9.725044e+01   7.443e-03   4.063e+02   1.304e-02        1
     467    9.724868e+01   7.442e-03   4.063e+02   2.717e-03        0
     468    9.724825e+01   6.357e-03   4.063e+02   7.875e-04        1
     469    9.722416e+01   6.347e-03   4.061e+02   3.591e-02        0
     470    9.721799e+01   6.543e-03   4.061e+02   8.147e-03        1
     471    9.720284e+01   6.365e-03   4.060e+02   1.666e-02        1
     472    9.716971e+01   6.394e-03   4.058e+02   3.430e-02        1
     473    9.711149e+01   6.141e-03   4.054e+02   7.262e-02        1
     474    9.693555e+01   6.800e-03   4.045e+02   1.617e-01        1
     475    9.694365e+01   6.741e-03   4.045e+02   4.869e-03        9
     476    9.695427e+01   6.919e-03   4.045e+02   8.074e-03        1
     477    9.696105e+01   6.315e-03   4.045e+02   1.272e-02        1
     478    9.689675e+01   6.376e-03   4.041e+02   7.414e-02        1
     479    9.681410e+01   6.123e-03   4.036e+02   8.291e-02        2
     480    9.681111e+01   6.122e-03   4.036e+02   4.517e-03        0
     481    9.681074e+01   6.127e-03   4.036e+02   1.361e-03        1
     482    9.680821e+01   6.015e-03   4.035e+02   9.168e-03        1
     483    9.679883e+01   6.038e-03   4.035e+02   1.688e-02        1
     484    9.677426e+01   5.874e-03   4.034e+02   3.111e-02        1
     485    9.672647e+01   5.830e-03   4.030e+02   6.354e-02        1
     486    9.666089e+01   5.753e-03   4.027e+02   6.736e-02        2
     487    9.666093e+01   5.860e-03   4.027e+02   1.006e-02        4
     488    9.665586e+01   5.747e-03   4.026e+02   8.599e-03        1
     489    9.664342e+01   5.791e-03   4.025e+02   1.672e-02        1
     490    9.661479e+01   5.631e-03   4.024e+02   3.360e-02        1
     491    9.661218e+01   5.631e-03   4.023e+02   4.328e-03        0
     492    9.661150e+01   5.639e-03   4.023e+02   9.362e-04        1
     493    9.660697e+01   5.520e-03   4.023e+02   6.408e-03        1
     494    9.659716e+01   5.568e-03   4.023e+02   1.291e-02        1
     495    9.657643e+01   5.422e-03   4.021e+02   2.621e-02        1
     496    9.653431e+01   5.390e-03   4.019e+02   5.378e-02        1
     497    9.645918e+01   5.112e-03   4.014e+02   1.105e-01        1
     498    9.638654e+01   5.409e-03   4.010e+02   5.617e-02        3
     499    9.640557e+01   5.376e-03   4.010e+02   1.819e-02        3
     500    9.635992e+01   5.655e-03   4.008e+02   2.929e-02        1
     501    9.636209e+01   5.620e-03   4.008e+02   1.568e-02        3
     502    9.635976e+01   5.619e-03   4.008e+02   3.223e-03        0
     503    9.635873e+01   5.691e-03   4.008e+02   8.510e-04        1
     504    9.635169e+01   5.588e-03   4.007e+02   6.039e-03        1
     505    9.633982e+01   5.632e-03   4.007e+02   1.210e-02        1
     506    9.632048e+01   5.492e-03   4.005e+02   2.456e-02        1
     507    9.627864e+01   5.459e-03   4.003e+02   5.038e-02        1
     508    9.621512e+01   5.274e-03   3.998e+02   1.054e-01        1
     509    9.618811e+01   5.431e-03   3.997e+02   1.513e-02        4
     510    9.618028e+01   5.309e-03   3.997e+02   1.390e-02        1
     511    9.615876e+01   5.324e-03   3.995e+02   2.800e-02        1
     512    9.612100e+01   5.131e-03   3.993e+02   5.669e-02        1
     513    9.611996e+01   5.131e-03   3.993e+02   1.647e-03        0
     514    9.611960e+01   5.188e-03   3.993e+02   3.662e-04        1
     515    9.611716e+01   5.090e-03   3.993e+02   2.472e-03        1
     516    9.611256e+01   5.146e-03   3.992e+02   4.935e-03        1
     517    9.610439e+01   5.035e-03   3.992e+02   9.879e-03        1
     518    9.608964e+01   5.060e-03   3.991e+02   1.998e-02        1
     519    9.606197e+01   4.890e-03   3.989e+02   4.062e-02        1
     520    9.599854e+01   4.810e-03   3.985e+02   8.261e-02        1
     521    9.598860e+01   4.792e-03   3.984e+02   4.216e-02        3
     522    9.596870e+01   4.905e-03   3.983e+02   1.143e-02        3
     523    9.595960e+01   4.790e-03   3.983e+02   1.050e-02        1
     524    9.595895e+01   4.789e-03   3.983e+02   1.335e-03        0
     525    9.595873e+01   4.850e-03   3.983e+02   3.048e-04        1
     526    9.595718e+01   4.754e-03   3.983e+02   2.123e-03        1
     527    9.595406e+01   4.812e-03   3.982e+02   4.254e-03        1
     528    9.594790e+01   4.705e-03   3.982e+02   8.540e-03        1
     529    9.593555e+01   4.736e-03   3.981e+02   1.729e-02        1
     530    9.591135e+01   4.581e-03   3.980e+02   3.528e-02        1
     531    9.585807e+01   4.517e-03   3.976e+02   7.211e-02        1
     532    9.582703e+01   4.470e-03   3.974e+02   7.378e-02        2
     533    9.580743e+01   4.588e-03   3.973e+02   1.046e-02        4
     534    9.579763e+01   4.480e-03   3.972e+02   9.324e-03        1
     535    9.579747e+01   4.480e-03   3.972e+02   2.831e-04        0
     536    9.579741e+01   4.542e-03   3.972e+02   6.978e-05        1
     537    9.579685e+01   4.542e-03   3.972e+02   9.557e-04        0
     538    9.579665e+01   4.444e-03   3.972e+02   2.513e-04        1
     539    9.579525e+01   4.503e-03   3.972e+02   1.784e-03        1
     540    9.579249e+01   4.410e-03   3.972e+02   3.578e-03        1
     541    9.578712e+01   4.461e-03   3.972e+02   7.190e-03        1
     542    9.577695e+01   4.351e-03   3.971e+02   1.454e-02        1
     543    9.575558e+01   4.363e-03   3.970e+02   2.970e-02        1
     544    9.571463e+01   4.180e-03   3.967e+02   6.076e-02        1
     545    9.566862e+01   4.155e-03   3.964e+02   6.134e-02        1
     546    9.565760e+01   4.062e-03   3.963e+02   3.092e-02        2
     547    9.561939e+01   4.215e-03   3.961e+02   3.146e-02        1
     548    9.561885e+01   4.215e-03   3.961e+02   8.672e-04        0
     549    9.561891e+01   4.107e-03   3.961e+02   2.503e-04        1
     550    9.561932e+01   4.170e-03   3.961e+02   1.812e-03        1
     551    9.561966e+01   4.082e-03   3.961e+02   3.587e-03        1
     552    9.561854e+01   4.144e-03   3.961e+02   7.042e-03        1
     553    9.561167e+01   4.040e-03   3.960e+02   1.399e-02        1
     554    9.559022e+01   4.066e-03   3.959e+02   2.845e-02        1
     555    9.557307e+01   3.939e-03   3.958e+02   2.878e-02        1
     556    9.554855e+01   3.976e-03   3.957e+02   2.894e-02        1
     557    9.553662e+01   3.874e-03   3.955e+02   2.910e-02        1
     558    9.550369e+01   3.978e-03   3.954e+02   2.939e-02        1
     559    9.550323e+01   3.978e-03   3.954e+02   7.240e-04        0
     560    9.550324e+01   3.847e-03   3.954e+02   2.315e-04        1
     561    9.550145e+01   3.846e-03   3.954e+02   2.733e-03        0
     562    9.550145e+01   3.907e-03   3.954e+02   7.614e-04        1
     563    9.550135e+01   3.810e-03   3.954e+02   5.541e-03        1
     564    9.549737e+01   3.876e-03   3.953e+02   1.088e-02        1
     565    9.548252e+01   3.751e-03   3.952e+02   2.198e-02        1
     566    9.546620e+01   3.798e-03   3.951e+02   2.251e-02        1
     567    9.545131e+01   3.669e-03   3.950e+02   2.268e-02        1
     568    9.543506e+01   3.719e-03   3.949e+02   2.286e-02        1
     569    9.541989e+01   3.588e-03   3.948e+02   2.285e-02        1
     570    9.540410e+01   3.640e-03   3.947e+02   2.303e-02        1
     571    9.538828e+01   3.506e-03   3.946e+02   2.299e-02        1
     572    9.538688e+01   3.506e-03   3.946e+02   2.659e-03        0
     573    9.538643e+01   3.570e-03   3.946e+02   6.703e-04        1
     574    9.538323e+01   3.423e-03   3.946e+02   4.946e-03        1
     575    9.537656e+01   3.511e-03   3.945e+02   9.824e-03        1
     576    9.536320e+01   3.360e-03   3.945e+02   1.996e-02        1
     577    9.533426e+01   3.421e-03   3.943e+02   4.097e-02        1
     578    9.530979e+01   3.233e-03   3.941e+02   4.147e-02        1
     579    9.527094e+01   3.357e-03   3.939e+02   4.183e-02        1
     580    9.527271e+01   3.280e-03   3.938e+02   2.146e-02        2
     581    9.524359e+01   3.470e-03   3.937e+02   2.154e-02        1
     582    9.524205e+01   3.354e-03   3.937e+02   2.156e-02        1
     583    9.524138e+01   3.353e-03   3.936e+02   1.047e-03        0
     584    9.524095e+01   3.484e-03   3.936e+02   3.315e-04        1
     585    9.523815e+01   3.233e-03   3.936e+02   2.298e-03        1
     586    9.521978e+01   3.380e-03   3.935e+02   1.575e-02        1
     587    9.520333e+01   3.228e-03   3.934e+02   3.213e-02        1
     588    9.516883e+01   3.360e-03   3.932e+02   3.233e-02        1
     589    9.516999e+01   3.304e-03   3.932e+02   1.710e-02        2
     590    9.515139e+01   3.387e-03   3.931e+02   1.682e-02        1
     591    9.514342e+01   3.273e-03   3.930e+02   1.676e-02        1
     592    9.512972e+01   3.332e-03   3.930e+02   1.690e-02        1
     593    9.511951e+01   3.209e-03   3.929e+02   1.693e-02        1
     594    9.511903e+01   3.209e-03   3.929e+02   8.439e-04        0
     595    9.511885e+01   3.285e-03   3.929e+02   2.359e-04        1
     596    9.511764e+01   3.184e-03   3.929e+02   1.646e-03        1
     597    9.511525e+01   3.255e-03   3.929e+02   3.276e-03        1
     598    9.511058e+01   3.152e-03   3.928e+02   6.569e-03        1
     599    9.510150e+01   3.228e-03   3.928e+02   1.320e-02        1
     600    9.508375e+01   3.115e-03   3.927e+02   2.681e-02        1
     601    9.506460e+01   3.225e-03   3.926e+02   2.714e-02        1
     602    9.504855e+01   3.114e-03   3.924e+02   2.713e-02        1
     603    9.502759e+01   3.233e-03   3.923e+02   2.734e-02        1
     604    9.501478e+01   3.114e-03   3.922e+02   2.726e-02        1
     605    9.501409e+01   3.116e-03   3.922e+02   1.363e-03        0
     606    9.501375e+01   3.255e-03   3.922e+02   3.577e-04        1
     607    9.501146e+01   3.052e-03   3.922e+02   2.517e-03        1
     608    9.499579e+01   3.220e-03   3.921e+02   1.793e-02        1
     609    9.497798e+01   3.032e-03   3.920e+02   3.679e-02        1
     610    9.493765e+01   3.201e-03   3.918e+02   3.862e-02        2
     611    9.494492e+01   3.067e-03   3.917e+02   2.094e-02        2
     612    9.491286e+01   3.209e-03   3.916e+02   2.166e-02        1
     613    9.491340e+01   3.139e-03   3.915e+02   2.183e-02        1
     614    9.488433e+01   3.288e-03   3.914e+02   2.190e-02        1
     615    9.488289e+01   3.241e-03   3.914e+02   2.176e-02        1
     616    9.485710e+01   3.350e-03   3.912e+02   2.035e-02        1
     617    9.485620e+01   3.350e-03   3.912e+02   1.373e-03        0
     618    9.485606e+01   3.401e-03   3.912e+02   5.726e-04        1
     619    9.485507e+01   3.322e-03   3.912e+02   3.934e-03        1
     620    9.485180e+01   3.366e-03   3.912e+02   7.835e-03        1
     621    9.484236e+01   3.264e-03   3.911e+02   1.575e-02        1
     622    9.483075e+01   3.301e-03   3.911e+02   1.594e-02        1
     623    9.482039e+01   3.207e-03   3.910e+02   1.606e-02        1
     624    9.480952e+01   3.292e-03   3.909e+02   1.617e-02        1
     625    9.479879e+01   3.199e-03   3.908e+02   1.623e-02        1
     626    9.478834e+01   3.285e-03   3.908e+02   1.632e-02        1
     627    9.477778e+01   3.193e-03   3.907e+02   1.634e-02        1
     628    9.476710e+01   3.279e-03   3.906e+02   1.643e-02        1
     629    9.476607e+01   3.281e-03   3.906e+02   2.080e-03        0
     630    9.476578e+01   3.146e-03   3.906e+02   4.662e-04        1
     631    9.476371e+01   3.236e-03   3.906e+02   3.287e-03        1
     632    9.475960e+01   3.130e-03   3.906e+02   6.596e-03        1
     633    9.475104e+01   3.216e-03   3.905e+02   1.325e-02        1
     634    9.473392e+01   3.110e-03   3.904e+02   2.683e-02        1
     635    9.471692e+01   3.196e-03   3.903e+02   2.695e-02        1
     636    9.470038e+01   3.097e-03   3.902e+02   2.677e-02        1
     637    9.468353e+01   3.187e-03   3.901e+02   2.680e-02        1
     638    9.466766e+01   3.087e-03   3.900e+02   2.664e-02        1
     639    9.465060e+01   3.182e-03   3.899e+02   2.670e-02        1
     640    9.464999e+01   3.183e-03   3.899e+02   1.256e-03        0
     641    9.464975e+01   2.990e-03   3.899e+02   4.064e-04        1
     642    9.464804e+01   2.994e-03   3.899e+02   2.855e-03        0
     643    9.464675e+01   3.151e-03   3.899e+02   2.254e-03        1
     644    9.463767e+01   3.021e-03   3.898e+02   1.583e-02        1
     645    9.461694e+01   3.105e-03   3.897e+02   3.169e-02        1
     646    9.458148e+01   2.999e-03   3.894e+02   6.520e-02        1
     647    9.452059e+01   3.067e-03   3.891e+02   6.739e-02        1
     648    9.452926e+01   2.994e-03   3.891e+02   9.964e-03        4
     649    9.452640e+01   3.087e-03   3.891e+02   8.355e-03        1
     650    9.451747e+01   2.994e-03   3.890e+02   1.666e-02        1
     651    9.449525e+01   3.073e-03   3.889e+02   3.366e-02        1
     652    9.447839e+01   2.974e-03   3.887e+02   3.383e-02        1
     653    9.447779e+01   2.976e-03   3.887e+02   1.413e-03        0
     654    9.447736e+01   3.080e-03   3.887e+02   5.125e-04        1
     655    9.447437e+01   2.972e-03   3.887e+02   3.577e-03        1
     656    9.446889e+01   3.073e-03   3.887e+02   7.141e-03        1
     657    9.445971e+01   2.955e-03   3.886e+02   1.437e-02        1
     658    9.444208e+01   3.048e-03   3.885e+02   2.915e-02        1
     659    9.440812e+01   2.916e-03   3.883e+02   5.900e-02        1
     660    9.436735e+01   3.013e-03   3.880e+02   5.989e-02        1
     661    9.436007e+01   2.920e-03   3.879e+02   6.062e-02        1
     662    9.434013e+01   3.031e-03   3.878e+02   9.634e-03        4
     663    9.432953e+01   2.908e-03   3.878e+02   7.779e-03        1
     664    9.432935e+01   2.908e-03   3.877e+02   3.246e-04        0
     665    9.432925e+01   3.024e-03   3.878e+02   1.145e-04        1
     666    9.432855e+01   3.026e-03   3.877e+02   1.180e-03        0
     667    9.432816e+01   3.124e-03   3.877e+02   3.976e-04        1
     668    9.432558e+01   2.994e-03   3.877e+02   2.826e-03        1
     669    9.432080e+01   3.072e-03   3.877e+02   5.662e-03        1
     670    9.431235e+01   2.978e-03   3.877e+02   1.136e-02        1
     671    9.429763e+01   3.040e-03   3.876e+02   2.310e-02        1
     672    9.428239e+01   2.952e-03   3.875e+02   2.375e-02        1
     673    9.426815e+01   3.022e-03   3.874e+02   2.425e-02        1
     674    9.425303e+01   2.938e-03   3.873e+02   2.458e-02        1
     675    9.423844e+01   3.011e-03   3.872e+02   2.473e-02        1
     676    9.422404e+01   2.930e-03   3.871e+02   2.487e-02        1
     677    9.422361e+01   2.931e-03   3.871e+02   9.220e-04        0
     678    9.422349e+01   3.008e-03   3.871e+02   1.903e-04        1
     679    9.422268e+01   2.937e-03   3.871e+02   1.339e-03        1
     680    9.422103e+01   3.009e-03   3.871e+02   2.681e-03        1
     681    9.421780e+01   2.935e-03   3.870e+02   5.377e-03        1
     682    9.421132e+01   3.002e-03   3.870e+02   1.083e-02        1
     683    9.420500e+01   2.927e-03   3.870e+02   1.093e-02        1
     684    9.419846e+01   2.995e-03   3.869e+02   1.099e-02        1
     685    9.419202e+01   2.921e-03   3.869e+02   1.104e-02        1
     686    9.418554e+01   2.990e-03   3.868e+02   1.111e-02        1
     687    9.417908e+01   2.916e-03   3.868e+02   1.116e-02        1
     688    9.417890e+01   2.916e-03   3.868e+02   4.050e-04        0
     689    9.417885e+01   2.989e-03   3.868e+02   8.844e-05        1
     690    9.417849e+01   2.918e-03   3.868e+02   6.229e-04        1
     691    9.417775e+01   2.988e-03   3.868e+02   1.247e-03        1
     692    9.417630e+01   2.915e-03   3.868e+02   2.497e-03        1
     693    9.417336e+01   2.983e-03   3.867e+02   5.009e-03        1
     694    9.416752e+01   2.909e-03   3.867e+02   1.008e-02        1
     695    9.416152e+01   2.976e-03   3.867e+02   1.018e-02        1
     696    9.415558e+01   2.903e-03   3.866e+02   1.024e-02        1
     697    9.414954e+01   2.971e-03   3.866e+02   1.028e-02        1
     698    9.414358e+01   2.899e-03   3.865e+02   1.030e-02        1
     699    9.414341e+01   2.899e-03   3.865e+02   3.556e-04        0
     700    9.414337e+01   2.970e-03   3.865e+02   8.063e-05        1
     701    9.414304e+01   2.900e-03   3.865e+02   5.629e-04        1
     702    9.414237e+01   2.968e-03   3.865e+02   1.125e-03        1
     703    9.414107e+01   2.897e-03   3.865e+02   2.251e-03        1
     704    9.413842e+01   2.964e-03   3.865e+02   4.512e-03        1
     705    9.413315e+01   2.891e-03   3.865e+02   9.075e-03        1
     706    9.412775e+01   2.957e-03   3.864e+02   9.162e-03        1
     707    9.412239e+01   2.886e-03   3.864e+02   9.213e-03        1
     708    9.411693e+01   2.954e-03   3.864e+02   9.253e-03        1
     709    9.411155e+01   2.882e-03   3.863e+02   9.271e-03        1
     710    9.410607e+01   2.950e-03   3.863e+02   9.298e-03        1
     711    9.410579e+01   2.951e-03   3.863e+02   6.244e-04        0
     712    9.410571e+01   2.858e-03   3.863e+02   1.414e-04        1
     713    9.410512e+01   2.935e-03   3.863e+02   1.010e-03        1
     714    9.410395e+01   2.857e-03   3.863e+02   2.021e-03        1
     715    9.410157e+01   2.931e-03   3.863e+02   4.043e-03        1
     716    9.409687e+01   2.851e-03   3.862e+02   8.130e-03        1
     717    9.409202e+01   2.924e-03   3.862e+02   8.200e-03        1
     718    9.408718e+01   2.844e-03   3.862e+02   8.268e-03        1
     719    9.408225e+01   2.919e-03   3.861e+02   8.323e-03        1
     720    9.407739e+01   2.839e-03   3.861e+02   8.361e-03        1
     721    9.407241e+01   2.915e-03   3.861e+02   8.407e-03        1
     722    9.407191e+01   2.916e-03   3.861e+02   1.093e-03        0
     723    9.407175e+01   2.653e-03   3.861e+02   2.587e-04        1
     724    9.407077e+01   2.806e-03   3.861e+02   1.694e-03        1
     725    9.406380e+01   2.683e-03   3.860e+02   1.190e-02        1
     726    9.404951e+01   2.781e-03   3.859e+02   2.376e-02        1
     727    9.403489e+01   2.708e-03   3.858e+02   2.477e-02        1
     728    9.401974e+01   2.787e-03   3.857e+02   2.554e-02        1
     729    9.400459e+01   2.718e-03   3.856e+02   2.631e-02        1
     730    9.398837e+01   2.799e-03   3.855e+02   2.686e-02        1
     731    9.397281e+01   2.730e-03   3.854e+02   2.710e-02        1
     732    9.395682e+01   2.814e-03   3.853e+02   2.733e-02        1
     733    9.395659e+01   2.814e-03   3.853e+02   4.215e-04        0
     734    9.395653e+01   2.737e-03   3.853e+02   1.034e-04        1
     735    9.395580e+01   2.738e-03   3.853e+02   1.445e-03        0
     736    9.395559e+01   2.831e-03   3.853e+02   3.546e-04        1
     737    9.395416e+01   2.715e-03   3.853e+02   2.498e-03        1
     738    9.395133e+01   2.809e-03   3.853e+02   4.793e-03        1
     739    9.394558e+01   2.707e-03   3.852e+02   9.654e-03        1
     740    9.393396e+01   2.798e-03   3.852e+02   1.954e-02        1
     741    9.392237e+01   2.699e-03   3.851e+02   1.996e-02        1
     742    9.391024e+01   2.796e-03   3.850e+02   2.023e-02        1
     743    9.389865e+01   2.700e-03   3.849e+02   2.026e-02        1
     744    9.388641e+01   2.797e-03   3.849e+02   2.054e-02        1
     745    9.387437e+01   2.706e-03   3.848e+02   2.048e-02        1
     746    9.387423e+01   2.706e-03   3.848e+02   3.232e-04        0
     747    9.387418e+01   2.796e-03   3.848e+02   7.306e-05        1
     748    9.387387e+01   2.697e-03   3.848e+02   5.263e-04        1
     749    9.387163e+01   2.784e-03   3.848e+02   3.824e-03        1
     750    9.386713e+01   2.692e-03   3.847e+02   7.690e-03        1
     751    9.385789e+01   2.774e-03   3.847e+02   1.549e-02        1
     752    9.384871e+01   2.691e-03   3.846e+02   1.574e-02        1
     753    9.383925e+01   2.773e-03   3.845e+02   1.590e-02        1
     754    9.383002e+01   2.690e-03   3.845e+02   1.587e-02        1
