
=======================================
          Commercial License
         Artelys Knitro 12.2.0
=======================================

Knitro presolve eliminated 0 variables and 0 constraints.

bar_feasible:            3
bar_penaltyrule:         1
cg_maxit:               50
derivcheck_tol:          0.0001
feastol:                 0.0001
feastol_abs:             0.0001
initpenalty              1
maxit:                   2000
opttol:                  0.0001
outlev:                  3
outmode:                 2
par_concurrent_evals:    0
Knitro changing algorithm from AUTO to 1.
Knitro changing bar_initpt from AUTO to 3.
Knitro changing bar_murule from AUTO to 4.
Knitro changing bar_penaltycons from AUTO to 2.
Knitro changing bar_switchrule from AUTO to 0.
Knitro changing linesearch from AUTO to 1.
Knitro changing linsolver from AUTO to 5.

Problem Characteristics                                 (   Presolved)
-----------------------
Objective goal:  Minimize
Objective type:  general
Number of variables:                               7602 (        7602)
    bounded below only:                               0 (           0)
    bounded above only:                               0 (           0)
    bounded below and above:                       7602 (        7602)
    fixed:                                            0 (           0)
    free:                                             0 (           0)
Number of constraints:                             6848 (       13696)
    linear equalities:                                0 (           0)
    quadratic equalities:                             0 (           0)
    gen. nonlinear equalities:                        0 (           0)
    linear one-sided inequalities:                    0 (           0)
    quadratic one-sided inequalities:                 0 (           0)
    gen. nonlinear one-sided inequalities:            0 (       13696)
    linear two-sided inequalities:                    0 (           0)
    quadratic two-sided inequalities:                 0 (           0)
    gen. nonlinear two-sided inequalities:         6848 (           0)
Number of nonzeros in Jacobian:                  239440 (      478880)
Number of nonzeros in Hessian:                        0 (           0)

  Iter      Objective      FeasError   OptError    ||Step||    CGits 
      28    8.644008e+01   3.808e-02   6.644e+02   1.211e+00        0
      29    8.741622e+01   4.010e-02   6.729e+02   1.475e-01        2
      30    9.045401e+01   3.830e-02   6.925e+02   1.405e+00        0
      31    9.008889e+01   3.961e-02   6.864e+02   6.666e-02        4
      32    9.091196e+01   3.916e-02   6.918e+02   3.660e-01        0
      33    9.137536e+01   3.608e-02   6.951e+02   5.615e-02        1
      34    9.479442e+01   3.467e-02   7.175e+02   1.468e+00        0
      35    9.492742e+01   3.770e-02   7.149e+02   9.935e-02        2
      36    9.849858e+01   3.639e-02   7.383e+02   1.466e+00        0
      37    9.918292e+01   3.724e-02   7.426e+02   1.046e-01        3
      38    1.009640e+02   3.639e-02   7.541e+02   7.106e-01        0
      39    1.005060e+02   3.849e-02   7.478e+02   8.795e-02        2
      40    1.022095e+02   3.755e-02   7.588e+02   6.577e-01        0
      41    1.026044e+02   3.545e-02   7.608e+02   6.012e-02        3
      42    1.043624e+02   3.462e-02   7.720e+02   6.725e-01        0
      43    1.043968e+02   3.484e-02   7.712e+02   6.173e-02        2
      44    1.077708e+02   3.320e-02   7.923e+02   1.249e+00        0
      45    1.078979e+02   3.376e-02   7.916e+02   4.166e-02        4
      46    1.087071e+02   3.318e-02   7.966e+02   2.936e-01        0
      47    1.086844e+02   3.396e-02   7.950e+02   5.861e-02        1
      48    1.120541e+02   3.071e-02   8.156e+02   1.192e+00        0
      49    1.122877e+02   3.384e-02   8.161e+02   4.163e-02        4
      50    1.131994e+02   3.327e-02   8.216e+02   3.187e-01        0
      51    1.129098e+02   3.585e-02   8.173e+02   6.911e-02        1
      52    1.130798e+02   3.753e-02   8.179e+02   2.879e-02        4
      53    1.133927e+02   3.729e-02   8.198e+02   1.088e-01        0
      54    1.134049e+02   3.558e-02   8.196e+02   1.286e-02        1
      55    1.131455e+02   3.303e-02   8.135e+02   9.834e-02        1
      56    1.131419e+02   2.014e-02   7.852e+02   7.811e-01        2
      57    1.130926e+02   1.576e-02   7.846e+02   1.786e-02       21
      58    1.132118e+02   1.571e-02   7.853e+02   4.171e-02        0
      59    1.132041e+02   1.587e-02   7.851e+02   1.314e-02        1
      60    1.132512e+02   1.592e-02   7.853e+02   1.993e-02        1
      61    1.134680e+02   1.580e-02   7.862e+02   2.873e-02        1
      62    1.138707e+02   1.546e-02   7.878e+02   5.798e-02        1
      63    1.140047e+02   1.637e-02   7.848e+02   1.308e-01        1
      64    1.140859e+02   1.643e-02   7.852e+02   1.281e-02        7
      65    1.141371e+02   1.640e-02   7.855e+02   1.958e-02        0
      66    1.142016e+02   1.626e-02   7.859e+02   9.989e-03        1
      67    1.143583e+02   1.617e-02   7.866e+02   5.590e-02        0
      68    1.145646e+02   1.643e-02   7.880e+02   3.262e-02        1
      69    1.148811e+02   1.625e-02   7.896e+02   1.153e-01        0
      70    1.149332e+02   1.590e-02   7.893e+02   3.545e-02        1
      71    1.150670e+02   1.740e-02   7.889e+02   4.129e-02        2
      72    1.150596e+02   1.728e-02   7.887e+02   2.610e-02        2
      73    1.153788e+02   1.709e-02   7.901e+02   1.179e-01        0
      74    1.154682e+02   1.742e-02   7.897e+02   3.843e-02        1
      75    1.154818e+02   1.733e-02   7.892e+02   4.181e-02        2
      76    1.157845e+02   1.714e-02   7.904e+02   1.168e-01        0
      77    1.158820e+02   1.863e-02   7.904e+02   2.573e-02        2
      78    1.158439e+02   1.688e-02   7.894e+02   4.070e-02        1
      79    1.164616e+02   1.649e-02   7.916e+02   2.435e-01        0
      80    1.165573e+02   1.819e-02   7.918e+02   2.394e-02        3
      81    1.165194e+02   1.737e-02   7.912e+02   2.188e-02        1
      82    1.165809e+02   1.816e-02   7.906e+02   4.022e-02        1
      83    1.165732e+02   1.801e-02   7.901e+02   4.438e-02        2
      84    1.166028e+02   1.888e-02   7.899e+02   1.399e-02        3
      85    1.166272e+02   1.771e-02   7.896e+02   2.139e-02        1
      86    1.166341e+02   1.795e-02   7.888e+02   4.346e-02        1
      87    1.167756e+02   1.740e-02   7.890e+02   4.715e-02        2
      88    1.166517e+02   1.834e-02   7.875e+02   2.943e-02        3
      89    1.167967e+02   1.829e-02   7.882e+02   2.917e-02        1
      90    1.168446e+02   1.818e-02   7.870e+02   6.880e-02        0
      91    1.167594e+02   1.916e-02   7.862e+02   3.075e-02        2
      92    1.167864e+02   1.900e-02   7.857e+02   2.973e-02        0
      93    1.168395e+02   1.902e-02   7.859e+02   1.338e-02        3
      94    1.169038e+02   1.883e-02   7.851e+02   6.638e-02        0
      95    1.169467e+02   1.808e-02   7.847e+02   4.425e-02        1
      96    1.170111e+02   1.731e-02   7.837e+02   9.270e-02        1
      97    1.171419e+02   1.740e-02   7.837e+02   5.162e-02        3
      98    1.171003e+02   1.736e-02   7.833e+02   1.622e-02        4
      99    1.171197e+02   1.731e-02   7.829e+02   2.430e-02        0
     100    1.171355e+02   1.713e-02   7.829e+02   1.258e-02        1
     101    1.171733e+02   1.677e-02   7.828e+02   2.542e-02        1
     102    1.172311e+02   1.635e-02   7.825e+02   5.187e-02        1
     103    1.172929e+02   1.638e-02   7.818e+02   5.555e-02        2
     104    1.173059e+02   1.629e-02   7.819e+02   1.815e-02        4
     105    1.173444e+02   1.615e-02   7.818e+02   2.822e-02        1
     106    1.174269e+02   1.563e-02   7.817e+02   5.779e-02        1
     107    1.174100e+02   1.545e-02   7.802e+02   6.253e-02        2
     108    1.174868e+02   1.505e-02   7.809e+02   2.200e-02        4
     109    1.175275e+02   1.502e-02   7.808e+02   3.128e-02        1
     110    1.175295e+02   1.502e-02   7.807e+02   5.830e-03        0
     111    1.175322e+02   1.480e-02   7.807e+02   1.862e-03        1
     112    1.175490e+02   1.476e-02   7.806e+02   1.298e-02        1
     113    1.175856e+02   1.448e-02   7.806e+02   2.609e-02        1
     114    1.176384e+02   1.422e-02   7.802e+02   5.315e-02        1
     115    1.178114e+02   1.373e-02   7.800e+02   1.112e-01        1
     116    1.177819e+02   1.395e-02   7.794e+02   3.139e-02        4
     117    1.178581e+02   1.428e-02   7.797e+02   1.786e-02        3
     118    1.178483e+02   1.416e-02   7.795e+02   1.608e-02        1
     119    1.179005e+02   1.412e-02   7.794e+02   3.091e-02        1
     120    1.179349e+02   1.438e-02   7.791e+02   6.390e-02        1
     121    1.179425e+02   1.436e-02   7.790e+02   7.208e-03        0
     122    1.179591e+02   1.440e-02   7.790e+02   5.109e-03        1
     123    1.179840e+02   1.432e-02   7.790e+02   8.790e-03        1
     124    1.179982e+02   1.421e-02   7.789e+02   1.532e-02        1
     125    1.180315e+02   1.397e-02   7.788e+02   3.058e-02        1
     126    1.181057e+02   1.372e-02   7.786e+02   6.279e-02        1
     127    1.182086e+02   1.419e-02   7.783e+02   6.719e-02        2
     128    1.181931e+02   1.412e-02   7.782e+02   1.162e-02        4
     129    1.182061e+02   1.410e-02   7.781e+02   1.255e-02        0
     130    1.182094e+02   1.407e-02   7.781e+02   8.335e-03        1
     131    1.182244e+02   1.389e-02   7.781e+02   1.581e-02        1
     132    1.182739e+02   1.378e-02   7.781e+02   3.172e-02        1
     133    1.182868e+02   1.381e-02   7.775e+02   6.531e-02        1
     134    1.183352e+02   1.391e-02   7.777e+02   1.035e-02        6
     135    1.183643e+02   1.373e-02   7.777e+02   1.693e-02        1
     136    1.184007e+02   1.357e-02   7.776e+02   3.400e-02        1
     137    1.184666e+02   1.328e-02   7.773e+02   6.981e-02        1
     138    1.187266e+02   1.285e-02   7.778e+02   1.477e-01        1
     139    1.186142e+02   1.293e-02   7.765e+02   2.423e-02        5
     140    1.186857e+02   1.278e-02   7.769e+02   1.696e-02        1
     141    1.186861e+02   1.278e-02   7.768e+02   4.567e-04        0
     142    1.186862e+02   1.272e-02   7.769e+02   2.384e-04        1
     143    1.186865e+02   1.260e-02   7.769e+02   1.655e-03        1
     144    1.186926e+02   1.253e-02   7.768e+02   1.150e-02        1
     145    1.187168e+02   1.240e-02   7.767e+02   2.304e-02        1
     146    1.187736e+02   1.223e-02   7.767e+02   4.702e-02        1
     147    1.188485e+02   1.245e-02   7.766e+02   4.967e-02        2
     148    1.188381e+02   1.252e-02   7.765e+02   1.514e-02        3
     149    1.188833e+02   1.247e-02   7.766e+02   2.519e-02        1
     150    1.189139e+02   1.234e-02   7.764e+02   5.119e-02        1
     151    1.189573e+02   1.245e-02   7.765e+02   1.416e-02        4
     152    1.189616e+02   1.244e-02   7.764e+02   4.324e-03        0
     153    1.189624e+02   1.230e-02   7.764e+02   3.036e-03        1
     154    1.189699e+02   1.225e-02   7.763e+02   2.122e-02        1
     155    1.190703e+02   1.236e-02   7.766e+02   4.371e-02        1
     156    1.190424e+02   1.234e-02   7.763e+02   1.263e-02        4
     157    1.190675e+02   1.227e-02   7.763e+02   2.192e-02        1
     158    1.191163e+02   1.207e-02   7.762e+02   4.452e-02        1
     159    1.192199e+02   1.194e-02   7.763e+02   9.179e-02        1
     160    1.192484e+02   1.204e-02   7.762e+02   1.347e-02        6
     161    1.192514e+02   1.196e-02   7.761e+02   2.405e-02        1
     162    1.193103e+02   1.200e-02   7.762e+02   2.478e-02        2
     163    1.193110e+02   1.200e-02   7.761e+02   8.759e-04        0
     164    1.193107e+02   1.190e-02   7.762e+02   3.749e-04        1
     165    1.193089e+02   1.184e-02   7.762e+02   2.593e-03        1
     166    1.193070e+02   1.182e-02   7.760e+02   1.773e-02        1
     167    1.193768e+02   1.190e-02   7.761e+02   3.570e-02        1
     168    1.193567e+02   1.206e-02   7.759e+02   1.964e-02        3
     169    1.194072e+02   1.217e-02   7.761e+02   1.904e-02        1
     170    1.193921e+02   1.247e-02   7.758e+02   3.784e-02        1
     171    1.194393e+02   1.267e-02   7.759e+02   1.164e-02        3
     172    1.194472e+02   1.252e-02   7.759e+02   9.383e-03        1
     173    1.194626e+02   1.241e-02   7.759e+02   1.880e-02        1
     174    1.194642e+02   1.241e-02   7.758e+02   2.842e-03        0
     175    1.194656e+02   1.234e-02   7.759e+02   1.074e-03        1
     176    1.194753e+02   1.225e-02   7.759e+02   7.556e-03        1
     177    1.194945e+02   1.215e-02   7.759e+02   1.530e-02        1
     178    1.195195e+02   1.199e-02   7.758e+02   3.112e-02        1
     179    1.196278e+02   1.178e-02   7.761e+02   6.469e-02        1
     180    1.195645e+02   1.176e-02   7.752e+02   3.572e-02        3
     181    1.196167e+02   1.175e-02   7.755e+02   1.029e-02        3
     182    1.196583e+02   1.166e-02   7.758e+02   1.752e-02        1
     183    1.196853e+02   1.154e-02   7.757e+02   3.469e-02        1
     184    1.197946e+02   1.142e-02   7.758e+02   7.154e-02        1
     185    1.197952e+02   1.142e-02   7.758e+02   1.264e-03        0
     186    1.197944e+02   1.136e-02   7.758e+02   5.360e-04        1
     187    1.197891e+02   1.129e-02   7.758e+02   3.723e-03        1
     188    1.197783e+02   1.137e-02   7.756e+02   2.508e-02        1
     189    1.198174e+02   1.140e-02   7.757e+02   1.325e-02        3
     190    1.198286e+02   1.134e-02   7.756e+02   2.510e-02        1
     191    1.198806e+02   1.139e-02   7.757e+02   2.589e-02        2
     192    1.198653e+02   1.165e-02   7.755e+02   2.707e-02        2
     193    1.199159e+02   1.187e-02   7.757e+02   1.526e-02        2
     194    1.199105e+02   1.180e-02   7.756e+02   1.417e-02        1
     195    1.199523e+02   1.173e-02   7.756e+02   2.782e-02        1
     196    1.199954e+02   1.159e-02   7.755e+02   5.954e-02        0
     197    1.199741e+02   1.165e-02   7.752e+02   2.768e-02        3
     198    1.200269e+02   1.173e-02   7.754e+02   1.480e-02        3
     199    1.200280e+02   1.166e-02   7.754e+02   1.392e-02        1
     200    1.200683e+02   1.156e-02   7.754e+02   2.768e-02        1
     201    1.201013e+02   1.157e-02   7.753e+02   5.654e-02        1
     202    1.201280e+02   1.157e-02   7.754e+02   8.142e-03        5
     203    1.201502e+02   1.150e-02   7.754e+02   1.440e-02        1
     204    1.201710e+02   1.135e-02   7.754e+02   2.893e-02        1
     205    1.202732e+02   1.125e-02   7.757e+02   5.917e-02        1
     206    1.202205e+02   1.143e-02   7.751e+02   3.181e-02        3
     207    1.202349e+02   1.141e-02   7.751e+02   1.494e-02        0
     208    1.202720e+02   1.146e-02   7.753e+02   7.798e-03        2
     209    1.203067e+02   1.133e-02   7.754e+02   1.324e-02        1
     210    1.203285e+02   1.125e-02   7.754e+02   2.613e-02        1
     211    1.204067e+02   1.119e-02   7.755e+02   5.382e-02        1
     212    1.203924e+02   1.127e-02   7.754e+02   1.500e-02        4
     213    1.204450e+02   1.124e-02   7.756e+02   2.806e-02        1
     214    1.204288e+02   1.145e-02   7.754e+02   2.930e-02        2
     215    1.204582e+02   1.145e-02   7.755e+02   8.205e-03        3
     216    1.204809e+02   1.137e-02   7.755e+02   1.440e-02        1
     217    1.205035e+02   1.120e-02   7.755e+02   2.894e-02        1
     218    1.205032e+02   1.120e-02   7.754e+02   1.636e-03        0
     219    1.205043e+02   1.116e-02   7.755e+02   8.291e-04        1
     220    1.205115e+02   1.107e-02   7.755e+02   5.808e-03        1
     221    1.205264e+02   1.102e-02   7.755e+02   1.163e-02        1
     222    1.205457e+02   1.088e-02   7.755e+02   2.347e-02        1
     223    1.206094e+02   1.075e-02   7.756e+02   4.788e-02        1
     224    1.206003e+02   1.073e-02   7.752e+02   5.018e-02        2
     225    1.206681e+02   1.097e-02   7.756e+02   1.489e-02        4
     226    1.206702e+02   1.089e-02   7.756e+02   1.140e-02        1
     227    1.207576e+02   1.044e-02   7.757e+02   7.141e-02        1
     228    1.207408e+02   1.057e-02   7.755e+02   2.087e-02        4
     229    1.207500e+02   1.056e-02   7.755e+02   9.169e-03        0
     230    1.207636e+02   1.058e-02   7.756e+02   4.803e-03        1
     231    1.207834e+02   1.048e-02   7.756e+02   9.496e-03        1
     232    1.207999e+02   1.043e-02   7.756e+02   1.855e-02        1
     233    1.208361e+02   1.027e-02   7.757e+02   3.790e-02        1
     234    1.209214e+02   1.012e-02   7.758e+02   7.849e-02        1
     235    1.209233e+02   1.020e-02   7.756e+02   4.252e-02        3
     236    1.209702e+02   1.040e-02   7.758e+02   1.240e-02        3
     237    1.209724e+02   1.026e-02   7.758e+02   1.094e-02        1
     238    1.209954e+02   1.025e-02   7.758e+02   2.179e-02        1
     239    1.210382e+02   1.009e-02   7.758e+02   4.442e-02        1
     240    1.210364e+02   1.009e-02   7.758e+02   6.563e-03        0
     241    1.210386e+02   1.007e-02   7.758e+02   2.671e-03        1
     242    1.210588e+02   9.993e-03   7.758e+02   1.927e-02        1
     243    1.082354e+02   3.656e-01   6.213e+02   3.882e+01        0
     244    1.091699e+02   3.593e-01   6.201e+02   8.625e-01       59
     245    1.091494e+02   3.578e-01   6.195e+02   2.387e-02        0
     246    1.093052e+02   3.232e-01   6.034e+02   2.973e+00        0
     247    1.062352e+02   3.005e-01   5.853e+02   6.601e-01       30
     248    1.058726e+02   2.421e-01   5.748e+02   4.073e+00        0
     249    1.050713e+02   1.835e-01   5.665e+02   2.832e-01        3
     250    1.065130e+02   1.788e-01   5.243e+02   3.851e+01        0
     251    1.053314e+02   1.602e-01   5.208e+02   6.406e-01       33
     252    1.101234e+02   1.119e-01   5.335e+02   1.134e+01        0
     253    1.092985e+02   1.167e-01   5.294e+02   2.098e-01       38
     254    1.131909e+02   1.056e-01   5.353e+02   1.572e+01        0
     255    1.131605e+02   1.024e-01   5.348e+02   2.202e-02       39
     256    1.152936e+02   4.543e-02   5.407e+02   5.578e+00        0
     257    1.150337e+02   4.302e-02   5.392e+02   5.622e-02       52
     258    1.150574e+02   4.269e-02   5.391e+02   2.097e-01        0
     259    1.146299e+02   4.351e-02   5.367e+02   1.989e-01        1
     260    1.148047e+02   4.277e-02   5.365e+02   1.225e+00        0
     261    1.145989e+02   4.306e-02   5.359e+02   1.588e-01        2
     262    1.151083e+02   4.146e-02   5.361e+02   2.824e+00        0
     263    1.151614e+02   4.450e-02   5.361e+02   2.767e-02        7
     264    1.152312e+02   4.429e-02   5.361e+02   3.723e-01        0
     265    1.151932e+02   4.283e-02   5.358e+02   6.387e-02        1
     266    1.154112e+02   4.215e-02   5.357e+02   1.539e+00        0
     267    1.149298e+02   4.687e-02   5.338e+02   2.402e-01        1
     268    1.152996e+02   4.544e-02   5.332e+02   3.140e+00        0
     269    1.153331e+02   4.548e-02   5.331e+02   1.571e-02        9
     270    1.153536e+02   4.538e-02   5.330e+02   1.973e-01        0
     271    1.153836e+02   4.680e-02   5.330e+02   1.992e-02        2
     272    1.154004e+02   4.671e-02   5.329e+02   1.999e-01        0
     273    1.153730e+02   4.508e-02   5.328e+02   2.791e-02        1
     274    1.154221e+02   4.476e-02   5.324e+02   8.028e-01        0
     275    1.152273e+02   4.380e-02   5.314e+02   1.019e-01        1
     276    1.152281e+02   4.324e-02   5.301e+02   1.601e+00        0
     277    1.151922e+02   4.281e-02   5.296e+02   5.308e-02        3
     278    1.151753e+02   4.252e-02   5.288e+02   7.899e-01        0
     279    1.149347e+02   4.445e-02   5.276e+02   5.350e-02        2
     280    1.148677e+02   4.451e-02   5.266e+02   5.643e-02        2
     281    1.148540e+02   4.411e-02   5.258e+02   7.470e-01        0
     282    1.142364e+02   4.735e-02   5.220e+02   1.117e-01        1
     283    1.144037e+02   4.614e-02   5.218e+02   1.139e+00        0
     284    1.143939e+02   4.648e-02   5.214e+02   2.057e-02        5
     285    1.144247e+02   4.636e-02   5.214e+02   1.829e-01        0
     286    1.143300e+02   4.470e-02   5.206e+02   2.742e-02        1
     287    1.144478e+02   4.433e-02   5.205e+02   7.686e-01        0
     288    1.139301e+02   4.221e-02   5.168e+02   9.680e-02        1
     289    1.135315e+02   4.076e-02   5.137e+02   9.688e-02        1
     290    1.132840e+02   3.936e-02   5.122e+02   5.133e-02        2
     291    1.131926e+02   4.090e-02   5.111e+02   5.859e-02        2
     292    1.133357e+02   4.057e-02   5.112e+02   7.318e-01        0
     293    1.129987e+02   4.223e-02   5.094e+02   6.334e-02        2
     294    1.129904e+02   4.449e-02   5.089e+02   3.612e-02        2
     295    1.130602e+02   4.430e-02   5.090e+02   3.787e-01        0
     296    1.127822e+02   4.309e-02   5.074e+02   5.500e-02        1
     297    1.127389e+02   4.366e-02   5.068e+02   3.076e-02        3
     298    1.125007e+02   4.149e-02   5.053e+02   5.426e-02        1
     299    1.123709e+02   4.194e-02   5.041e+02   5.918e-02        2
     300    1.120546e+02   4.239e-02   5.023e+02   6.474e-02        2
     301    1.120480e+02   4.323e-02   5.020e+02   1.991e-02        3
     302    1.119563e+02   4.137e-02   5.012e+02   3.061e-02        1
     303    1.112466e+02   4.098e-02   4.960e+02   2.207e-01        1
     304    1.109731e+02   4.044e-02   4.944e+02   6.700e-02        3
     305    1.109985e+02   4.029e-02   4.943e+02   1.637e-01        0
     306    1.110075e+02   3.951e-02   4.941e+02   2.105e-02        2
     307    1.109314e+02   3.767e-02   4.935e+02   3.072e-02        1
     308    1.103507e+02   4.008e-02   4.892e+02   2.221e-01        1
     309    1.099675e+02   3.912e-02   4.866e+02   1.256e-01        3
     310    1.099895e+02   3.594e-02   4.865e+02   2.412e-02        6
     311    1.099967e+02   3.591e-02   4.864e+02   7.431e-02        0
     312    1.099541e+02   3.444e-02   4.861e+02   1.530e-02        1
     313    1.096926e+02   3.381e-02   4.842e+02   1.089e-01        1
     314    1.091487e+02   3.050e-02   4.802e+02   2.325e-01        1
     315    1.078850e+02   2.969e-02   4.712e+02   5.446e-01        1
     316    1.079067e+02   2.827e-02   4.710e+02   2.825e-02       12
     317    1.077927e+02   2.911e-02   4.704e+02   3.330e-02        1
     318    1.077027e+02   2.913e-02   4.696e+02   6.640e-02        1
     319    1.077117e+02   2.909e-02   4.695e+02   1.329e-01        0
     320    1.075318e+02   3.061e-02   4.686e+02   4.054e-02        1
     321    1.075471e+02   3.053e-02   4.684e+02   2.659e-01        0
     322    1.075246e+02   2.995e-02   4.681e+02   2.983e-02        2
     323    1.073271e+02   2.838e-02   4.670e+02   5.374e-02        1
     324    1.072967e+02   2.984e-02   4.665e+02   5.199e-02        4
     325    1.072236e+02   2.923e-02   4.662e+02   1.608e-02        4
     326    1.071183e+02   2.981e-02   4.656e+02   2.502e-02        1
     327    1.070211e+02   2.888e-02   4.650e+02   4.543e-02        1
     328    1.068504e+02   2.940e-02   4.641e+02   4.785e-02        2
     329    1.068391e+02   2.926e-02   4.638e+02   2.746e-02        3
     330    1.068445e+02   2.923e-02   4.637e+02   1.128e-01        0
     331    1.067637e+02   2.951e-02   4.633e+02   2.244e-02        1
     332    1.066729e+02   2.852e-02   4.627e+02   4.459e-02        1
     333    1.063856e+02   2.909e-02   4.611e+02   9.249e-02        1
     334    1.064002e+02   2.899e-02   4.610e+02   1.721e-02        5
     335    1.063636e+02   2.776e-02   4.608e+02   2.360e-02        1
     336    1.059924e+02   2.586e-02   4.585e+02   1.583e-01        1
     337    1.026598e+02   2.818e-02   4.384e+02   1.572e+00        3
     338    1.027296e+02   2.403e-02   4.384e+02   3.195e-02       10
     339    1.027399e+02   2.398e-02   4.383e+02   1.554e-01        0
     340    1.027230e+02   2.306e-02   4.382e+02   2.356e-02        1
     341    1.028499e+02   2.597e-02   4.381e+02   1.592e-01        1
     342    1.027747e+02   2.579e-02   4.378e+02   2.218e-02        5
     343    1.027781e+02   2.575e-02   4.377e+02   1.500e-01        0
     344    1.027276e+02   2.600e-02   4.375e+02   1.555e-02        2
     345    1.026636e+02   2.535e-02   4.372e+02   2.382e-02        1
     346    1.026091e+02   2.515e-02   4.369e+02   4.329e-02        1
     347    1.023716e+02   2.502e-02   4.358e+02   9.016e-02        1
     348    1.023860e+02   2.547e-02   4.358e+02   1.021e-02        5
     349    1.023882e+02   2.489e-02   4.357e+02   7.295e-03        1
     350    1.023805e+02   2.505e-02   4.357e+02   1.285e-02        1
     351    1.023429e+02   2.414e-02   4.355e+02   2.432e-02        1
     352    1.020487e+02   2.230e-02   4.338e+02   1.773e-01        1
     353    1.019668e+02   2.205e-02   4.335e+02   2.888e-02        5
     354    1.018616e+02   2.185e-02   4.329e+02   6.255e-02        0
     355    1.018518e+02   2.220e-02   4.328e+02   2.752e-02        2
     356    1.015797e+02   2.203e-02   4.313e+02   1.590e-01        0
     357    1.014599e+02   2.177e-02   4.308e+02   5.025e-02        1
     358    1.012000e+02   2.160e-02   4.294e+02   1.530e-01        0
     359    1.012092e+02   2.200e-02   4.294e+02   1.445e-02        3
     360    1.009546e+02   2.183e-02   4.280e+02   1.536e-01        0
     361    1.009036e+02   2.084e-02   4.277e+02   4.288e-02        1
     362    1.007328e+02   2.086e-02   4.269e+02   9.045e-02        1
     363    1.007511e+02   2.077e-02   4.269e+02   1.691e-02        5
     364    1.007175e+02   2.076e-02   4.267e+02   2.185e-02        1
     365    1.005346e+02   1.913e-02   4.256e+02   1.579e-01        1
